site_key,size_class,shape,nearest_substation,distance_km,transmission_cost,mean_slope,max_slope,population_mean,population_score,heritage_cell_count,min_cell_center_distance_km,estimated_min_edge_distance_km,ess_capacity_mwh,substation_2km_ok,slope_15deg_ok,heritage_safe
30_S30_063731,30,2x5,양북변전소,2.390017995970745,23.900179959707447,4.781000000000001,7.9,5089.8,0.14056872608064722,0,2.2111906366834417,2.140479958564787,18.622127222222222,True,True,True
30_S30_073421,30,2x5,경주변전소,2.151669317327556,21.51669317327556,3.9909999999999997,10.35,10563.3,0.5323611455725231,0,2.0944815961855623,2.0237709180669077,18.622127222222222,True,True,True
